dates,nzd0082-0000,nzd0082-0001,nzd0082-0002,nzd0082-0003,nzd0082-0004,nzd0082-0005,nzd0082-0006,nzd0082-0007,nzd0082-0008,nzd0082-0009,nzd0082-0010,nzd0082-0011,nzd0082-0012,nzd0082-0013,nzd0082-0014,nzd0082-0015,nzd0082-0016,nzd0082-0017,nzd0082-0018,nzd0082-0019,nzd0082-0020,nzd0082-0021,nzd0082-0022,nzd0082-0023,nzd0082-0024,nzd0082-0025,nzd0082-0026,nzd0082-0027,nzd0082-0028,nzd0082-0029,nzd0082-0030,nzd0082-0031,nzd0082-0032,nzd0082-0033,nzd0082-0034,nzd0082-0035,nzd0082-0036,nzd0082-0037,nzd0082-0038,nzd0082-0039,nzd0082-0040,nzd0082-0041,nzd0082-0042,nzd0082-0043,nzd0082-0044,nzd0082-0045,nzd0082-0046,nzd0082-0047,nzd0082-0048,nzd0082-0049,nzd0082-0050,nzd0082-0051,nzd0082-0052,nzd0082-0053,nzd0082-0054,nzd0082-0055,nzd0082-0056,nzd0082-0057,nzd0082-0058,nzd0082-0059,nzd0082-0060,nzd0082-0061,nzd0082-0062,nzd0082-0063,nzd0082-0064,nzd0082-0065,nzd0082-0066,nzd0082-0067,nzd0082-0068,nzd0082-0069,nzd0082-0070,nzd0082-0071,nzd0082-0072,nzd0082-0073,nzd0082-0074,nzd0082-0075,nzd0082-0076,nzd0082-0077,nzd0082-0078,nzd0082-0079,nzd0082-0080,nzd0082-0081,nzd0082-0082,nzd0082-0083,nzd0082-0084,nzd0082-0085,nzd0082-0086,nzd0082-0087,nzd0082-0088,nzd0082-0089,nzd0082-0090,nzd0082-0091,nzd0082-0092,nzd0082-0093,nzd0082-0094,nzd0082-0095,nzd0082-0096,nzd0082-0097,nzd0082-0098,nzd0082-0099,nzd0082-0100,nzd0082-0101,nzd0082-0102,nzd0082-0103,nzd0082-0104,nzd0082-0105,nzd0082-0106,nzd0082-0107,nzd0082-0108,nzd0082-0109,nzd0082-0110,nzd0082-0111,nzd0082-0112,nzd0082-0113,nzd0082-0114,nzd0082-0115,nzd0082-0116,nzd0082-0117,nzd0082-0118,nzd0082-0119,nzd0082-0120,nzd0082-0121,nzd0082-0122,nzd0082-0123,nzd0082-0124,nzd0082-0125,nzd0082-0126,nzd0082-0127,nzd0082-0128,nzd0082-0129,nzd0082-0130,nzd0082-0131,nzd0082-0132,nzd0082-0133,nzd0082-0134,nzd0082-0135,nzd0082-0136,nzd0082-0137,nzd0082-0138,nzd0082-0139,nzd0082-0140,nzd0082-0141,satname
2001-05-18 22:07:50+00:00,,,,,379.75,373.02,379.54,,,,,,342.12,361.29,361.80,372.94,376.13,,,355.08,378.37,385.58,388.56,389.29,382.87,383.07,386.85,389.31,399.40,399.27,401.43,398.96,394.78,393.07,392.99,377.93,384.41,378.84,375.30,354.57,363.17,370.17,361.43,348.02,346.45,347.78,349.22,339.73,,,,367.82,367.78,,,,398.06,408.45,405.98,408.74,401.12,394.02,387.88,380.29,370.79,372.17,363.04,360.19,361.14,360.77,341.27,,,,,,,360.29,358.99,362.92,,,,,,,,,359.43,354.84,342.22,352.92,365.79,368.17,364.47,,,,,,,,,,,,,347.85,359.21,362.62,356.36,350.07,348.39,,,341.28,347.43,,,,,338.72,359.37,362.06,,,,,,,,,,,,,,,,,,,L7
2001-06-03 22:07:40+00:00,340.62,363.36,392.33,398.07,387.79,384.01,389.29,388.85,,,,371.92,372.14,373.62,371.05,375.21,376.37,380.45,385.57,391.72,397.98,400.29,399.77,394.37,386.22,383.08,383.62,389.29,394.64,406.57,410.92,404.05,398.93,396.22,394.16,388.98,394.22,385.06,382.17,377.19,373.17,369.53,360.93,,,,,,,,,,,,,,,,,398.06,394.53,389.71,387.39,382.04,378.17,371.95,364.26,358.75,366.06,368.49,357.71,335.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.42,,,,,,,348.39,342.45,340.57,351.39,,,352.09,352.20,355.49,351.54,338.50,347.00,343.62,360.05,364.46,,358.77,354.21,,364.99,360.36,344.07,339.88,,360.45,358.84,,,351.79,354.83,,,326.92,L7
2001-06-12 22:01:24+00:00,,,,,,,,,,,,,,,,,369.95,,363.67,362.60,386.40,390.15,399.79,,,,,,,,,,,,,,,382.59,378.96,378.46,374.39,368.62,362.14,358.33,357.36,360.29,359.30,354.94,,,,369.70,370.07,,,,399.66,411.52,408.38,407.26,404.62,402.07,390.58,389.29,380.93,374.66,361.43,363.91,367.71,367.82,364.80,,,,,370.68,384.96,377.83,363.58,363.99,,352.40,360.78,353.96,363.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-08-06 22:06:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,398.91,410.30,421.57,418.63,418.67,423.93,426.17,411.70,406.31,404.94,399.11,392.15,396.29,393.08,389.12,389.13,381.09,364.29,360.61,359.91,362.76,370.83,373.19,378.00,384.05,390.29,391.56,393.17,398.90,406.23,393.33,405.97,417.13,421.36,414.42,405.74,396.94,394.25,393.16,393.38,393.69,392.18,387.75,382.21,376.42,371.76,364.00,355.18,367.92,373.00,378.33,377.56,372.58,368.38,373.20,368.50,345.89,354.49,359.53,356.51,347.80,,,372.52,363.80,362.77,366.92,372.42,386.30,366.16,385.28,,,,,,,,,380.60,379.40,380.79,373.21,365.98,361.96,363.30,359.07,356.87,363.40,363.06,366.99,362.60,361.59,368.33,369.32,366.28,359.42,358.79,368.25,368.92,372.02,372.38,359.94,364.98,379.15,373.81,357.31,338.22,365.43,376.60,391.00,386.36,367.68,360.76,371.48,353.63,358.80,365.51,L7
2001-12-12 22:06:38+00:00,358.33,378.88,396.83,395.94,388.80,391.44,390.00,390.88,394.53,381.51,387.93,,364.59,376.22,373.17,374.31,371.94,356.78,364.90,367.23,374.38,378.29,376.98,383.78,387.48,390.48,385.00,380.30,387.89,402.02,400.71,393.43,391.48,385.48,386.84,380.62,387.37,375.92,365.01,364.14,361.97,366.36,358.22,348.62,346.83,353.84,361.04,365.70,367.17,369.81,369.87,365.23,363.73,,,377.93,389.98,398.65,395.82,394.26,388.71,381.67,378.46,373.47,368.57,364.06,363.54,365.55,363.31,354.16,340.62,329.25,346.24,350.06,347.22,340.29,337.32,343.26,352.84,354.12,335.56,,,342.07,342.18,343.02,359.05,349.05,357.24,354.22,347.61,353.04,363.58,361.95,359.54,360.41,370.48,373.98,369.78,371.16,369.56,371.40,374.23,366.80,361.47,361.72,349.39,345.03,349.95,349.65,341.67,341.75,345.97,350.41,351.31,345.73,349.21,347.39,331.91,,,339.62,345.49,346.00,342.92,334.04,336.21,335.34,343.72,,,318.44,345.15,366.39,361.02,,334.22,335.96,340.25,347.49,350.27,351.31,L7
2002-01-22 22:00:40+00:00,394.78,,427.89,427.46,394.09,395.12,416.14,425.97,440.73,,425.79,391.07,417.93,415.47,410.57,406.31,402.62,390.26,392.12,404.48,402.40,400.70,399.30,403.86,414.83,431.32,435.45,432.47,425.06,429.54,424.56,421.35,422.01,427.24,425.79,416.91,399.17,399.16,387.91,392.72,391.54,387.37,369.53,367.93,373.68,390.21,396.13,395.54,392.50,389.39,388.18,393.62,394.93,384.44,376.58,414.05,426.59,437.62,439.94,429.14,418.09,400.92,390.93,380.99,395.09,412.23,407.10,397.94,387.79,381.83,369.72,377.23,382.89,381.79,379.94,373.10,375.84,390.93,405.59,395.71,360.64,382.26,387.41,385.31,401.66,400.62,396.42,399.68,395.76,399.57,397.24,399.17,391.04,390.10,396.49,413.36,404.25,392.50,393.82,403.21,408.77,405.75,398.59,395.57,389.32,384.93,386.99,378.87,384.02,381.05,377.47,388.42,395.76,390.36,380.45,383.60,382.96,384.22,387.90,373.87,370.01,376.76,388.64,386.54,374.96,373.77,373.38,378.36,386.61,392.94,344.12,397.26,393.64,395.79,409.25,383.82,371.90,371.12,376.00,381.96,384.97,374.29,L7
2002-01-29 22:06:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.70,405.33,408.48,394.83,376.37,376.58,381.36,387.61,373.53,370.07,374.00,376.51,386.35,387.27,385.71,385.28,392.89,396.83,402.41,399.86,374.22,401.15,412.51,424.08,421.34,419.81,410.35,395.20,386.97,383.90,385.91,393.06,390.45,390.99,387.01,386.05,369.81,383.57,377.85,379.07,372.12,362.96,365.49,,,,367.66,396.13,388.42,383.88,395.02,403.46,420.05,398.43,386.26,386.06,380.07,379.85,379.26,379.19,387.55,389.53,387.33,388.54,385.34,390.20,394.68,395.55,393.32,385.87,382.44,378.84,372.29,366.86,368.80,370.56,377.25,376.60,376.50,376.58,377.91,374.47,373.64,379.23,385.31,397.34,383.83,374.87,375.43,371.82,369.98,379.94,390.21,376.36,390.30,385.03,329.94,383.92,388.06,392.75,404.46,385.62,373.77,364.89,384.35,372.92,375.02,381.98,L7
2002-02-14 22:06:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,426.38,427.68,412.97,419.05,417.57,414.00,410.41,407.15,408.20,405.48,396.59,390.70,383.36,384.29,382.70,383.19,372.68,362.12,365.39,373.78,376.96,378.43,377.88,376.71,390.52,392.25,395.94,396.19,,402.84,413.41,423.19,419.81,414.61,404.53,396.63,389.37,382.84,390.65,394.23,388.97,385.09,381.44,381.48,369.05,367.77,372.83,374.37,370.09,364.92,361.98,365.79,375.19,376.87,365.85,392.45,386.71,389.86,400.62,397.68,406.65,392.61,382.04,382.10,377.88,378.42,382.19,383.81,383.45,389.89,385.10,386.72,389.46,386.68,390.39,390.21,393.00,386.81,380.74,379.91,375.03,365.65,370.78,370.61,372.01,368.87,362.77,366.84,371.20,367.37,370.54,373.54,371.34,383.18,373.26,371.17,372.36,371.01,364.96,370.85,378.00,373.26,388.52,388.54,356.80,389.39,389.59,392.49,400.44,382.93,368.42,356.83,371.60,371.16,366.84,373.66,L7
2002-02-23 22:00:43+00:00,366.79,383.15,405.62,393.25,392.00,396.78,403.82,401.88,406.09,395.84,404.42,384.36,388.45,388.29,386.63,381.81,378.17,360.47,353.57,371.81,380.93,382.56,384.98,390.61,403.32,403.35,403.17,400.76,389.00,400.81,399.89,387.79,392.65,397.32,400.67,396.39,388.84,385.28,381.97,380.75,379.68,379.48,370.80,356.27,362.08,369.89,370.63,372.69,371.80,369.49,374.95,370.85,365.36,373.24,,374.46,390.67,403.79,404.87,404.01,396.89,391.98,386.90,381.79,383.30,386.23,381.30,375.81,366.68,354.71,346.68,348.70,354.02,362.17,360.39,358.28,361.66,361.24,365.53,364.22,335.61,360.25,360.53,362.58,374.09,369.72,381.69,369.80,372.91,374.77,366.71,364.12,372.83,383.70,388.31,389.67,388.62,393.03,390.13,389.54,391.08,389.20,383.64,377.10,372.75,373.04,366.43,353.60,359.86,361.99,360.12,352.52,363.46,366.51,365.57,368.07,371.55,371.92,360.32,365.02,346.95,357.94,368.92,371.53,365.26,358.42,347.21,345.05,359.71,368.50,341.66,369.42,368.71,379.80,388.49,365.45,351.13,350.58,364.15,363.67,365.49,361.92,L7
2002-03-18 22:06:46+00:00,373.46,399.93,419.56,413.76,409.16,407.61,412.94,411.03,418.67,412.46,413.13,400.91,393.01,400.12,399.03,394.52,388.03,375.79,376.11,384.99,389.33,385.03,384.01,398.44,416.25,427.03,422.85,411.27,405.67,417.16,413.94,406.55,408.53,403.34,400.28,398.22,398.73,391.98,386.59,385.28,385.74,388.35,383.96,371.16,373.90,373.41,379.46,373.35,374.05,380.13,390.27,389.21,386.96,401.43,383.09,401.28,413.35,417.79,412.84,413.44,412.74,409.26,405.48,404.81,400.93,400.93,394.20,384.51,377.55,368.28,356.47,351.07,365.01,373.61,375.00,372.59,364.95,361.68,369.59,369.38,366.94,382.26,379.61,394.22,397.98,391.15,390.75,380.32,373.43,375.45,372.21,378.35,384.69,388.85,383.36,391.51,385.52,387.42,390.87,389.95,389.62,388.59,392.84,388.60,384.35,381.85,375.81,368.19,367.23,365.88,364.01,367.48,372.83,372.29,373.54,373.53,369.32,367.48,366.12,361.02,355.52,365.52,372.05,371.63,377.41,380.14,367.76,362.17,374.26,387.65,364.21,383.22,391.16,390.74,398.68,389.76,372.67,363.46,375.54,372.34,374.22,373.22,L7
2002-04-12 22:00:37+00:00,378.76,401.42,426.21,428.62,415.26,409.33,410.03,418.14,429.25,420.92,418.28,392.70,400.71,406.92,394.68,389.81,385.57,379.01,391.83,397.74,390.80,376.57,373.88,389.90,411.31,425.90,432.51,418.45,407.42,413.67,407.32,404.51,407.27,407.29,402.89,399.10,402.22,396.33,390.89,392.33,393.87,392.46,385.34,375.01,368.38,369.27,376.15,381.01,380.69,378.13,387.28,395.94,400.70,423.77,394.16,412.59,422.53,424.07,404.52,401.39,402.45,401.51,403.70,409.07,407.50,401.96,396.35,390.00,371.89,361.67,366.40,364.07,376.04,385.68,381.81,382.73,377.87,375.25,383.34,388.12,386.37,379.44,394.34,387.72,387.53,393.93,425.92,391.37,384.86,380.23,376.03,382.99,390.87,395.33,394.59,394.78,394.70,395.15,396.80,394.31,389.23,386.15,385.02,382.73,386.06,388.85,384.88,379.32,383.64,382.64,380.36,378.48,376.62,380.71,381.53,370.45,372.73,372.49,376.98,368.91,373.59,370.30,379.49,384.55,393.18,400.00,397.38,391.28,402.61,398.45,368.02,382.09,394.10,393.69,399.19,394.42,382.57,370.30,377.25,368.61,369.86,379.27,L7
2002-05-21 22:06:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.26,368.77,370.13,375.33,376.68,379.48,376.79,380.89,378.22,406.19,401.68,411.04,411.42,415.61,408.94,403.48,404.88,395.28,397.56,401.28,401.17,400.90,398.91,388.62,384.32,368.54,356.84,348.16,356.20,372.76,382.87,381.26,379.57,375.71,373.28,372.34,336.65,371.48,376.28,374.71,372.48,365.09,365.35,382.02,391.74,397.60,397.08,391.10,383.30,387.59,388.30,388.80,390.81,397.68,,,394.29,390.46,385.99,381.60,376.16,375.67,380.40,375.10,386.77,394.14,383.35,366.19,366.27,372.84,377.91,376.98,365.64,364.71,366.13,365.06,364.15,361.97,378.18,381.10,382.92,380.03,374.66,382.81,368.33,361.41,369.78,373.39,372.78,382.07,397.47,385.93,385.83,380.65,375.01,366.59,369.60,378.40,L7
2002-07-08 22:06:24+00:00,,,,,,,,,,,,,363.63,373.57,382.90,,,,,,,,,,,,,,,,,,,,,,,,382.18,378.47,373.91,374.39,363.69,353.73,344.58,352.08,354.29,356.33,,,,326.59,,,,,,,,,,,,,,,,357.63,365.99,,,359.88,363.53,355.77,355.30,366.21,357.51,364.25,361.43,349.99,,,,,,,,,,,,,,,,,,,,,,,,,331.76,,,321.35,321.46,322.73,323.19,328.32,331.45,339.70,338.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-07-17 22:00:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.29,343.92,348.58,364.48,363.53,366.80,365.92,,,327.56,325.09,334.50,332.99,335.78,346.32,356.56,,,,,,,388.03,,,,,,,,,,,,,,,,,355.94,,,,,,,,,,,,,,,,370.22,380.57,,320.06,338.96,345.65,343.28,344.53,388.14,,388.22,377.23,333.89,,,,,,,,,,,,L7
