dates,nzd0369-0000,nzd0369-0001,nzd0369-0002,nzd0369-0003,nzd0369-0004,nzd0369-0005,nzd0369-0006,nzd0369-0007,nzd0369-0008,nzd0369-0009,nzd0369-0010,nzd0369-0011,nzd0369-0012,nzd0369-0013,nzd0369-0014,nzd0369-0015,nzd0369-0016,nzd0369-0017,nzd0369-0018,nzd0369-0019,nzd0369-0020,nzd0369-0021,nzd0369-0022,nzd0369-0023,nzd0369-0024,nzd0369-0025,nzd0369-0026,nzd0369-0027,nzd0369-0028,nzd0369-0029,nzd0369-0030,nzd0369-0031,nzd0369-0032,nzd0369-0033,nzd0369-0034,nzd0369-0035,nzd0369-0036,nzd0369-0037,nzd0369-0038,nzd0369-0039,nzd0369-0040,nzd0369-0041,nzd0369-0042,nzd0369-0043,nzd0369-0044,nzd0369-0045,nzd0369-0046,nzd0369-0047,nzd0369-0048,nzd0369-0049,nzd0369-0050,nzd0369-0051,nzd0369-0052,nzd0369-0053,nzd0369-0054,nzd0369-0055,nzd0369-0056,nzd0369-0057,nzd0369-0058,nzd0369-0059,nzd0369-0060,nzd0369-0061,nzd0369-0062,nzd0369-0063,nzd0369-0064,nzd0369-0065,nzd0369-0066,nzd0369-0067,nzd0369-0068,nzd0369-0069,nzd0369-0070,nzd0369-0071,nzd0369-0072,nzd0369-0073,nzd0369-0074,nzd0369-0075,nzd0369-0076,nzd0369-0077,nzd0369-0078,nzd0369-0079,nzd0369-0080,nzd0369-0081,nzd0369-0082,nzd0369-0083,nzd0369-0084,nzd0369-0085,nzd0369-0086,nzd0369-0087,nzd0369-0088,nzd0369-0089,nzd0369-0090,nzd0369-0091,nzd0369-0092,nzd0369-0093,nzd0369-0094,nzd0369-0095,nzd0369-0096,nzd0369-0097,nzd0369-0098,nzd0369-0099,nzd0369-0100,nzd0369-0101,nzd0369-0102,nzd0369-0103,nzd0369-0104,nzd0369-0105,nzd0369-0106,nzd0369-0107,nzd0369-0108,nzd0369-0109,nzd0369-0110,nzd0369-0111,nzd0369-0112,nzd0369-0113,nzd0369-0114,nzd0369-0115,nzd0369-0116,nzd0369-0117,nzd0369-0118,nzd0369-0119,nzd0369-0120,nzd0369-0121,nzd0369-0122,nzd0369-0123,nzd0369-0124,nzd0369-0125,nzd0369-0126,nzd0369-0127,nzd0369-0128,nzd0369-0129,nzd0369-0130,nzd0369-0131,nzd0369-0132,nzd0369-0133,nzd0369-0134,nzd0369-0135,nzd0369-0136,nzd0369-0137,nzd0369-0138,nzd0369-0139,nzd0369-0140,nzd0369-0141,nzd0369-0142,nzd0369-0143,nzd0369-0144,nzd0369-0145,nzd0369-0146,nzd0369-0147,nzd0369-0148,nzd0369-0149,nzd0369-0150,nzd0369-0151,nzd0369-0152,satname
2000-02-11 21:59:57+00:00,,,,,,,,,,,,,,,,,,,380.78,374.07,372.74,375.07,372.34,365.71,372.92,363.24,357.08,355.52,368.47,348.13,345.81,343.43,351.80,344.88,326.34,311.07,313.13,314.35,317.78,346.93,351.20,354.71,355.07,353.72,352.88,357.87,369.28,372.68,362.68,365.98,343.64,363.29,362.87,360.31,355.40,338.76,342.58,353.75,369.64,361.87,355.28,353.63,339.09,346.11,330.66,333.86,338.12,338.90,331.14,320.25,323.93,324.52,335.91,346.71,342.48,338.70,335.79,330.90,319.04,316.95,311.09,316.93,331.89,337.70,345.68,344.73,342.68,342.50,346.48,340.86,338.70,347.83,342.66,354.27,343.91,341.54,359.71,341.87,343.35,343.73,362.68,357.55,369.38,373.63,362.08,377.49,380.99,357.18,361.37,357.07,367.96,383.09,365.62,359.87,367.18,354.50,338.40,346.31,343.02,347.18,358.95,358.04,355.86,360.98,351.93,346.41,348.75,343.69,345.47,348.76,347.15,352.29,353.01,353.05,346.04,344.98,342.50,343.93,341.64,341.91,343.86,347.44,364.09,362.97,350.39,347.67,350.10,351.71,355.22,352.90,356.43,363.24,374.33,L7
2000-02-27 21:59:52+00:00,353.17,348.42,348.08,351.90,349.18,355.06,363.29,364.09,368.77,377.45,374.06,373.40,374.82,374.68,369.83,364.22,357.45,361.57,367.71,375.17,366.93,373.89,365.63,367.76,373.90,360.75,341.73,345.41,354.76,343.39,343.32,336.61,348.09,341.97,329.08,310.72,316.68,318.58,322.70,344.64,348.77,353.43,360.41,342.13,348.25,349.92,362.29,361.44,354.95,354.92,340.13,357.47,360.25,357.71,353.05,337.71,343.56,355.28,368.01,362.63,349.33,345.16,329.89,346.29,333.11,329.84,328.28,331.45,329.64,331.26,332.88,336.27,340.77,348.62,343.41,340.55,337.58,331.44,322.93,314.30,314.68,320.38,334.26,337.05,343.47,345.02,343.61,342.83,342.99,338.25,344.11,346.80,344.70,351.53,348.45,346.41,353.23,338.90,338.21,351.40,361.25,359.39,361.53,365.07,363.84,367.87,364.74,361.99,358.54,353.05,360.77,366.41,357.51,357.54,368.25,354.04,341.89,349.86,351.72,352.43,359.07,352.00,344.89,346.25,343.74,346.65,345.26,342.21,342.58,349.12,353.84,358.08,359.68,359.76,351.84,347.11,347.43,349.00,342.18,337.05,339.10,344.69,364.35,365.30,356.95,347.71,350.42,353.28,353.15,357.49,365.97,368.91,381.55,L7
2000-03-14 21:59:47+00:00,346.33,341.26,341.25,347.13,343.67,347.48,351.28,351.03,355.12,361.40,353.21,349.70,358.18,360.21,351.53,353.03,346.40,349.41,358.45,352.74,350.37,353.92,348.86,348.55,349.36,351.18,336.27,337.69,344.07,340.33,335.18,329.72,336.89,328.77,317.65,300.89,303.83,306.46,308.75,334.01,333.57,337.24,342.64,334.80,335.05,338.49,354.37,351.03,345.21,338.04,326.80,339.27,346.41,342.17,337.57,322.84,330.00,336.81,355.86,350.38,,320.47,325.02,330.46,318.82,315.32,313.92,316.96,319.15,313.50,316.83,323.61,330.14,333.57,330.61,324.11,321.79,314.44,311.27,305.24,306.74,312.21,332.51,333.64,335.83,333.86,329.71,331.31,332.29,330.12,338.84,339.86,334.17,341.49,336.24,332.42,340.58,327.33,325.64,333.17,337.96,342.10,341.77,343.43,334.24,343.33,350.14,352.82,337.21,334.22,342.63,355.24,345.08,341.96,349.94,341.61,322.50,329.71,332.37,336.53,343.87,334.87,333.57,334.45,327.06,329.94,331.51,328.91,,,,,,,,,,,,,,337.26,339.40,340.32,337.66,328.67,335.19,340.54,341.74,340.62,349.97,353.57,363.69,L7
2000-03-30 21:59:45+00:00,354.13,347.32,346.40,350.80,348.30,355.82,360.82,363.01,368.41,370.17,369.37,369.21,370.92,364.80,355.32,350.81,341.25,354.11,357.74,351.13,349.90,354.32,347.66,350.30,354.42,348.92,334.44,341.88,343.36,348.92,344.72,334.47,341.08,339.60,332.80,308.00,311.20,314.26,320.99,336.76,334.62,339.31,347.37,331.99,339.99,344.57,354.55,349.20,344.32,337.84,333.49,343.26,342.69,337.86,332.87,327.52,334.08,345.99,361.24,350.96,338.94,334.28,336.54,340.78,322.95,317.06,315.43,319.80,323.90,323.30,328.57,333.91,335.76,339.68,343.48,341.25,332.72,330.03,324.21,323.80,316.54,322.83,331.79,334.87,335.91,338.80,334.68,337.47,340.45,343.10,350.34,353.26,347.70,349.04,350.81,344.42,346.45,333.88,333.81,340.37,341.89,346.58,346.61,351.97,358.78,346.02,359.79,364.20,346.62,345.75,349.95,355.33,348.59,345.49,351.26,344.00,327.98,334.08,344.36,352.21,358.95,350.52,351.53,352.82,349.23,349.78,351.32,344.65,348.44,346.42,344.69,348.13,348.49,348.04,348.73,351.16,349.53,352.34,343.42,340.99,342.73,346.14,353.60,351.57,347.13,337.49,340.36,345.68,341.45,346.61,358.32,360.57,372.96,L7
2000-04-15 21:59:31+00:00,374.40,342.27,342.85,342.23,340.65,349.30,351.18,355.14,360.07,365.57,363.04,356.38,357.71,370.49,360.16,,,,,357.04,355.53,376.69,368.46,352.12,355.16,345.42,318.27,326.87,,343.30,336.19,330.32,337.26,333.66,339.81,308.10,306.28,304.04,314.55,342.88,345.76,353.25,383.23,,335.83,351.56,379.10,,370.42,333.08,333.97,342.46,,367.36,,323.80,333.06,341.75,376.40,375.26,366.32,341.22,329.65,329.88,324.57,319.38,320.72,324.51,327.38,323.20,322.99,332.31,337.86,352.88,334.24,334.36,335.44,322.90,317.49,312.38,310.11,317.86,324.40,328.40,330.80,331.79,333.75,335.39,338.26,331.94,340.72,344.70,341.12,335.32,348.37,341.75,339.64,322.02,326.32,340.00,332.73,341.60,336.78,329.52,342.96,321.76,332.54,355.52,336.64,335.57,341.74,345.65,343.37,338.01,348.85,343.61,327.70,322.84,336.14,338.83,346.33,345.04,345.03,339.55,338.12,341.08,340.47,340.15,343.19,341.80,338.24,347.23,347.44,350.33,349.34,343.37,343.28,346.94,342.63,340.02,334.51,337.33,345.39,345.34,337.16,329.12,331.54,336.74,331.18,344.26,352.75,359.41,369.44,L7
2000-05-01 21:59:30+00:00,376.55,349.22,345.02,346.22,342.61,351.34,355.76,355.74,358.83,364.35,360.69,358.21,362.57,377.42,363.47,,,355.13,360.23,364.50,355.46,368.82,374.16,354.80,351.44,348.10,321.12,327.66,,343.18,336.44,331.55,342.85,345.07,337.83,307.22,307.22,305.82,316.14,352.57,346.01,359.67,387.13,,338.02,,384.72,,,329.49,335.97,342.96,,366.18,,325.48,330.16,358.12,387.88,379.40,368.72,335.73,324.35,331.57,320.92,320.20,327.12,327.02,326.82,322.27,325.39,332.07,338.81,343.15,334.94,334.46,336.06,324.08,318.65,316.27,316.35,320.71,329.33,333.50,341.05,338.35,341.78,339.65,343.38,337.68,342.03,350.27,346.97,344.45,353.68,344.48,341.40,325.78,327.31,340.42,333.56,341.97,338.55,334.94,347.27,328.74,338.59,359.08,346.43,340.47,345.42,347.42,341.45,341.40,346.57,340.14,324.60,327.55,340.42,338.37,344.97,345.35,345.48,348.18,347.11,352.22,344.09,344.52,346.87,347.93,344.27,352.67,352.42,353.77,353.34,350.93,351.85,350.44,341.23,338.36,336.33,339.33,348.61,351.04,338.73,329.88,332.50,338.05,335.46,350.46,357.92,366.52,377.19,L7
2000-05-17 21:59:19+00:00,327.81,326.11,328.24,325.82,327.25,333.93,,339.45,342.85,355.05,345.96,342.83,343.06,340.74,329.72,326.12,308.37,329.61,328.81,330.83,329.68,334.37,332.88,328.22,328.94,321.04,302.56,315.26,312.49,324.46,317.08,310.11,318.63,305.89,,270.33,278.40,277.03,290.16,307.45,307.36,317.16,323.39,297.05,315.63,,335.22,326.62,,314.03,314.48,316.19,319.39,307.09,301.80,290.04,315.41,,,,,,,,,,,,,,293.34,304.47,,320.43,,310.80,314.09,,,296.76,283.88,290.19,,313.74,319.61,315.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.78,324.08,330.38,339.33,333.89,336.69,323.98,326.76,330.29,328.32,326.01,,319.87,327.68,332.08,323.29,317.88,320.81,327.63,326.34,334.82,342.57,,,L7
2000-06-02 21:59:07+00:00,,,,,,,,,,,,,,,,,,346.62,346.86,338.26,335.62,341.03,339.03,331.11,339.80,325.25,307.62,320.95,318.00,331.99,327.01,316.23,327.27,317.60,309.73,292.31,300.50,301.83,311.57,330.43,325.61,329.48,342.78,315.08,329.41,340.69,348.90,344.48,339.10,324.68,325.11,338.28,334.44,329.32,322.29,322.46,327.51,341.37,352.88,346.89,323.15,319.36,319.11,326.53,317.49,307.67,306.97,313.34,320.56,314.67,321.79,330.14,334.38,337.55,334.44,330.77,317.08,323.52,320.66,315.74,304.85,308.41,320.72,330.64,334.45,335.34,326.33,324.68,329.86,335.59,,349.95,344.32,334.20,333.04,333.48,330.51,323.69,325.26,334.57,330.86,339.58,334.96,337.07,332.94,317.88,339.33,353.62,335.02,334.93,337.20,337.31,337.67,341.20,334.24,324.48,314.17,318.50,333.82,337.50,344.11,339.69,334.26,340.19,337.26,341.47,338.70,340.51,337.61,341.18,334.20,343.40,341.97,338.15,342.72,342.03,341.29,343.01,344.56,342.29,333.99,334.21,337.78,345.52,339.39,331.52,333.77,337.13,335.27,343.25,352.12,356.87,371.13,L7
2000-06-18 21:59:03+00:00,333.89,329.61,328.85,332.37,331.00,335.30,,345.51,348.04,356.44,351.97,349.69,350.43,348.99,333.33,338.46,321.01,331.60,340.10,342.49,340.90,343.73,342.20,337.83,340.49,330.69,315.41,318.57,322.35,323.00,321.69,310.20,321.11,308.03,291.46,271.30,276.41,265.69,,316.03,316.01,322.98,328.62,312.91,318.16,,,331.99,,322.86,315.19,324.23,328.23,319.86,312.91,287.62,318.14,333.39,,,,,,,,,,,293.49,286.59,296.47,303.84,,323.77,,,,,,,,,,311.47,,317.15,313.30,314.78,,,,332.85,324.78,,,,,,,,,,,331.00,308.99,314.00,334.77,,314.16,313.00,318.53,,,,,,,,,,,321.55,,,321.81,,,,325.28,326.62,330.07,336.79,,337.74,336.89,325.20,325.58,329.64,332.38,327.35,,,331.27,339.87,330.71,326.50,,332.51,334.52,337.30,347.46,357.54,,L7
2000-08-05 21:58:20+00:00,358.17,349.52,344.77,356.86,349.62,360.39,365.34,366.45,368.40,373.80,373.09,370.85,372.74,376.42,363.89,377.50,,358.73,380.66,376.51,374.49,376.09,372.22,367.07,370.73,358.54,355.53,343.42,360.25,335.86,341.88,339.27,343.27,334.12,309.02,297.22,303.09,305.72,311.26,342.25,345.14,351.65,357.67,343.59,344.72,346.78,369.39,368.60,360.43,356.98,337.59,360.19,365.74,359.03,351.44,329.36,339.32,354.13,370.72,361.02,344.71,329.21,311.10,321.49,313.26,311.53,311.76,318.71,323.35,318.59,321.98,327.60,338.70,349.20,342.55,336.74,336.04,,,315.69,309.55,316.55,333.10,338.76,344.84,342.58,341.26,342.96,347.90,346.35,,351.89,345.15,356.00,337.74,339.29,354.56,335.87,334.86,338.42,368.58,358.81,370.48,372.23,351.35,370.97,375.35,354.42,351.07,346.25,356.75,360.20,350.22,344.15,350.56,333.42,,,337.64,340.99,346.00,339.34,342.52,346.27,342.77,346.04,343.79,343.01,347.89,350.21,348.99,354.23,357.10,351.99,351.65,342.97,348.11,354.66,343.37,347.62,,349.22,362.71,363.99,354.76,349.78,353.04,354.78,360.17,362.20,368.39,370.26,376.35,L7
